Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
18647	1	-13.1147	-15.65958	2.544883	0.01562839	0.0156284	0.0156284	0.0156284	0.0156284	0.0156284	0.0156284
18648	0	-13.31507	-15.78129	2.46622	0.02039976	0.0203998	0.0203998	0.0203998	0.0203998	0.0203998	0.0203998
18649	1	-13.4767	-15.90573	2.429033	0.02265533	0.0226553	0.0226553	0.0226553	0.0226553	0.0226553	0.0226553
18650	0	-13.31507	-15.78129	2.46622	0.02039976	0.0203998	0.0203998	0.0203998	0.0203998	0.0203998	0.0203998
18651	1	-13.29829	-15.92895	2.630659	0.01042556	0.0104256	0.0104256	0.0104256	0.0104256	0.0104256	0.0104256
18652	0	-14.00822	-16.34145	2.333223	0.02846675	0.0284667	0.0284667	0.0284667	0.0284667	0.0284667	0.0284667
18653	1	-13.29829	-15.92895	2.630659	0.01042556	0.0104256	0.0104256	0.0104256	0.0104256	0.0104256	0.0104256
18654	0	-13.16594	-15.67947	2.51353	0.01753011	0.0175301	0.0175301	0.0175301	0.0175301	0.0175301	0.0175301
18655	1	-14.34447	-16.6251	2.280632	0.03165673	0.0316567	0.0316567	0.0316567	0.0316567	0.0316567	0.0316567
18656	0	-13.25328	-15.73646	2.483178	0.01937113	0.0193711	0.0193711	0.0193711	0.0193711	0.0193711	0.0193711
18657	1	-13.12177	-15.65996	2.538185	0.01603463	0.0160346	0.0160346	0.0160346	0.0160346	0.0160346	0.0160346
18658	0	-13.25328	-15.73646	2.483178	0.01937113	0.0193711	0.0193711	0.0193711	0.0193711	0.0193711	0.0193711
18659	1	-13.12177	-15.65996	2.538185	0.01603463	0.0160346	0.0160346	0.0160346	0.0160346	0.0160346	0.0160346
18660	0	-13.25328	-15.73646	2.483178	0.01937113	0.0193711	0.0193711	0.0193711	0.0193711	0.0193711	0.0193711
18661	1	-13.12177	-15.65996	2.538185	0.01603463	0.0160346	0.0160346	0.0160346	0.0160346	0.0160346	0.0160346
18662	0	-13.13307	-15.72135	2.588276	0.01299629	0.0129963	0.0129963	0.0129963	0.0129963	0.0129963	0.0129963
18663	1	-13.13595	-15.66441	2.528456	0.01662476	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248	0.0166248
18664	0	-13.66611	-16.05809	2.391981	0.02490278	0.0249028	0.0249028	0.0249028	0.0249028	0.0249028	0.0249028
18665	1	-14.20666	-16.50843	2.301768	0.03037473	0.0303747	0.0303747	0.0303747	0.0303747	0.0303747	0.0303747
18666	0	-13.66611	-16.05809	2.391981	0.02490278	0.0249028	0.0249028	0.0249028	0.0249028	0.0249028	0.0249028
18667	1	-13.88831	-16.24132	2.353011	0.02726654	0.0272665	0.0272665	0.0272665	0.0272665	0.0272665	0.0272665
18668	0	-13.97939	-16.31731	2.337919	0.02818193	0.0281819	0.0281819	0.0281819	0.0281819	0.0281819	0.0281819
18669	1	-14.42785	-16.69591	2.268063	0.03241909	0.0324191	0.0324191	0.0324191	0.0324191	0.0324191	0.0324191
18670	0	-13.97939	-16.31731	2.337919	0.02818193	0.0281819	0.0281819	0.0281819	0.0281819	0.0281819	0.0281819
18671	1	-13.29579	-15.92605	2.630255	0.01045008	0.0104501	0.0104501	0.0104501	0.0104501	0.0104501	0.0104501
18672	0	-13.97939	-16.31731	2.337919	0.02818193	0.0281819	0.0281819	0.0281819	0.0281819	0.0281819	0.0281819
18673	1	-13.29579	-15.92605	2.630255	0.01045008	0.0104501	0.0104501	0.0104501	0.0104501	0.0104501	0.0104501
18674	0	-13.15503	-15.75279	2.597762	0.01242091	0.0124209	0.0124209	0.0124209	0.0124209	0.0124209	0.0124209
18675	1	-13.55939	-15.97165	2.412261	0.02367263	0.0236726	0.0236726	0.0236726	0.0236726	0.0236726	0.0236726
18676	0	-13.543	-15.9585	2.415501	0.02347615	0.0234762	0.0234762	0.0234762	0.0234762	0.0234762	0.0234762
18677	1	-13.54219	-15.95785	2.415663	0.02346633	0.0234663	0.0234663	0.0234663	0.0234663	0.0234663	0.0234663
18678	0	-13.543	-15.9585	2.415501	0.02347615	0.0234762	0.0234762	0.0234762	0.0234762	0.0234762	0.0234762
18679	1	-13.54219	-15.95785	2.415663	0.02346633	0.0234663	0.0234663	0.0234663	0.0234663	0.0234663	0.0234663
18680	0	-13.4277	-16.07581	2.64811	0.00936701	0.00936701	0.00936701	0.00936701	0.00936701	0.00936701	0.00936701
18681	1	-13.54219	-15.95785	2.415663	0.02346633	0.0234663	0.0234663	0.0234663	0.0234663	0.0234663	0.0234663
18682	0	-13.61448	-16.01611	2.401628	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176
18683	1	-13.54219	-15.95785	2.415663	0.02346633	0.0234663	0.0234663	0.0234663	0.0234663	0.0234663	0.0234663
18684	0	-13.61448	-16.01611	2.401628	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176
18685	1	-13.32053	-15.78535	2.464823	0.02048446	0.0204845	0.0204845	0.0204845	0.0204845	0.0204845	0.0204845
18686	0	-13.61448	-16.01611	2.401628	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176	0.0243176
18687	1	-13.32053	-15.78535	2.464823	0.02048446	0.0204845	0.0204845	0.0204845	0.0204845	0.0204845	0.0204845
18688	0	-13.33634	-15.79719	2.460846	0.0207257	0.0207257	0.0207257	0.0207257	0.0207257	0.0207257	0.0207257
18689	1	-14.89732	-17.09677	2.19945	0.0365809	0.0365809	0.0365809	0.0365809	0.0365809	0.0365809	0.0365809
18690	0	-13.33634	-15.79719	2.460846	0.0207257	0.0207257	0.0207257	0.0207257	0.0207257	0.0207257	0.0207257
18691	1	-13.50451	-15.92778	2.423268	0.023005	0.023005	0.023005	0.023005	0.023005	0.023005	0.023005
18692	0	-13.29279	-15.76487	2.472077	0.02004449	0.0200445	0.0200445	0.0200445	0.0200445	0.0200445	0.0200445
18693	1	-13.50451	-15.92778	2.423268	0.023005	0.023005	0.023005	0.023005	0.023005	0.023005	0.023005
18694	0	-13.29279	-15.76487	2.472077	0.02004449	0.0200445	0.0200445	0.0200445	0.0200445	0.0200445	0.0200445
18695	1	-13.95896	-16.30023	2.341269	0.02797875	0.0279787	0.0279787	0.0279787	0.0279787	0.0279787	0.0279787
18696	0	-13.29279	-15.76487	2.472077	0.02004449	0.0200445	0.0200445	0.0200445	0.0200445	0.0200445	0.0200445
18697	1	-13.95896	-16.30023	2.341269	0.02797875	0.0279787	0.0279787	0.0279787	0.0279787	0.0279787	0.0279787
18698	0	-13.79256	-16.47199	2.679434	0.007467083	0.00746708	0.00746708	0.00746708	0.00746708	0.00746708	0.00746708
18699	1	-13.95896	-16.30023	2.341269	0.02797875	0.0279787	0.0279787	0.0279787	0.0279787	0.0279787	0.0279787
18700	0	-13.8404	-16.52292	2.682523	0.007279679	0.00727968	0.00727968	0.00727968	0.00727968	0.00727968	0.00727968
18701	1	-13.74633	-16.12382	2.377488	0.02578187	0.0257819	0.0257819	0.0257819	0.0257819	0.0257819	0.0257819
18702	0	-13.28175	-15.75683	2.475078	0.01986243	0.0198624	0.0198624	0.0198624	0.0198624	0.0198624	0.0198624
18703	1	-14.28894	-16.57803	2.289089	0.03114375	0.0311438	0.0311438	0.0311438	0.0311438	0.0311438	0.0311438
18704	0	-13.2286	-15.84643	2.617826	0.01120391	0.0112039	0.0112039	0.0112039	0.0112039	0.0112039	0.0112039
18705	1	-14.16423	-16.47261	2.308382	0.02997352	0.0299735	0.0299735	0.0299735	0.0299735	0.0299735	0.0299735
18706	0	-13.61842	-16.0193	2.400882	0.02436286	0.0243629	0.0243629	0.0243629	0.0243629	0.0243629	0.0243629
18707	1	-14.16423	-16.47261	2.308382	0.02997352	0.0299735	0.0299735	0.0299735	0.0299735	0.0299735	0.0299735
18708	0	-13.61842	-16.0193	2.400882	0.02436286	0.0243629	0.0243629	0.0243629	0.0243629	0.0243629	0.0243629
18709	1	-14.16423	-16.47261	2.308382	0.02997352	0.0299735	0.0299735	0.0299735	0.0299735	0.0299735	0.0299735
18710	0	-13.10811	-15.66458	2.556471	0.01492549	0.0149255	0.0149255	0.0149255	0.0149255	0.0149255	0.0149255
18711	1	-13.20437	-15.70313	2.498764	0.01842577	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258
18712	0	-13.10811	-15.66458	2.556471	0.01492549	0.0149255	0.0149255	0.0149255	0.0149255	0.0149255	0.0149255
18713	1	-13.20437	-15.70313	2.498764	0.01842577	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258
18714	0	-13.10811	-15.66458	2.556471	0.01492549	0.0149255	0.0149255	0.0149255	0.0149255	0.0149255	0.0149255
18715	1	-13.20437	-15.70313	2.498764	0.01842577	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258
18716	0	-13.33721	-15.79784	2.46063	0.02073878	0.0207388	0.0207388	0.0207388	0.0207388	0.0207388	0.0207388
18717	1	-13.20437	-15.70313	2.498764	0.01842577	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258
18718	0	-13.33721	-15.79784	2.46063	0.02073878	0.0207388	0.0207388	0.0207388	0.0207388	0.0207388	0.0207388
18719	1	-13.20437	-15.70313	2.498764	0.01842577	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258	0.0184258
18720	0	-13.33721	-15.79784	2.46063	0.02073878	0.0207388	0.0207388	0.0207388	0.0207388	0.0207388	0.0207388
18721	1	-13.26051	-15.88466	2.624151	0.01082028	0.0108203	0.0108203	0.0108203	0.0108203	0.0108203	0.0108203
18722	0	-13.19877	-15.69951	2.500736	0.01830614	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061
18723	1	-13.26051	-15.88466	2.624151	0.01082028	0.0108203	0.0108203	0.0108203	0.0108203	0.0108203	0.0108203
18724	0	-13.19877	-15.69951	2.500736	0.01830614	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061
18725	1	-15.57404	-17.67806	2.104021	0.04236919	0.0423692	0.0423692	0.0423692	0.0423692	0.0423692	0.0423692
18726	0	-13.19877	-15.69951	2.500736	0.01830614	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061
18727	1	-13.41218	-15.85519	2.443006	0.02180778	0.0218078	0.0218078	0.0218078	0.0218078	0.0218078	0.0218078
18728	0	-13.19877	-15.69951	2.500736	0.01830614	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061
18729	1	-15.15824	-17.32059	2.162351	0.03883114	0.0388311	0.0388311	0.0388311	0.0388311	0.0388311	0.0388311
18730	0	-13.19877	-15.69951	2.500736	0.01830614	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061	0.0183061
18731	1	-13.71048	-16.3842	2.673722	0.007813546	0.00781355	0.00781355	0.00781355	0.00781355	0.00781355	0.00781355
18732	0	-14.85355	-17.05928	2.20573	0.03619997	0.0362	0.0362	0.0362	0.0362	0.0362	0.0362
18733	1	-13.73064	-16.11092	2.380279	0.02561254	0.0256125	0.0256125	0.0256125	0.0256125	0.0256125	0.0256125
18734	0	-14.03394	-16.36301	2.329065	0.028719	0.028719	0.028719	0.028719	0.028719	0.028719	0.028719
18735	1	-15.00396	-17.18819	2.184224	0.03750446	0.0375045	0.0375045	0.0375045	0.0375045	0.0375045	0.0375045
18736	0	-13.27588	-15.90279	2.626907	0.0106531	0.0106531	0.0106531	0.0106531	0.0106531	0.0106531	0.0106531
18737	1	-15.00396	-17.18819	2.184224	0.03750446	0.0375045	0.0375045	0.0375045	0.0375045	0.0375045	0.0375045
18738	0	-13.10831	-15.66401	2.5557	0.01497227	0.0149723	0.0149723	0.0149723	0.0149723	0.0149723	0.0149723
18739	1	-15.00396	-17.18819	2.184224	0.03750446	0.0375045	0.0375045	0.0375045	0.0375045	0.0375045	0.0375045
18740	0	-13.10831	-15.66401	2.5557	0.01497227	0.0149723	0.0149723	0.0149723	0.0149723	0.0149723	0.0149723
18741	1	-13.11117	-15.6824	2.571231	0.01403018	0.0140302	0.0140302	0.0140302	0.0140302	0.0140302	0.0140302
18742	0	-13.10831	-15.66401	2.5557	0.01497227	0.0149723	0.0149723	0.0149723	0.0149723	0.0149723	0.0149723
18743	1	-13.11117	-15.6824	2.571231	0.01403018	0.0140302	0.0140302	0.0140302	0.0140302	0.0140302	0.0140302
18744	0	-13.1696	-15.68157	2.511971	0.01762464	0.0176246	0.0176246	0.0176246	0.0176246	0.0176246	0.0176246
18745	1	-14.97375	-17.16228	2.188527	0.0372434	0.0372434	0.0372434	0.0372434	0.0372434	0.0372434	0.0372434
18746	0	-13.46998	-16.12274	2.652759	0.009085048	0.00908505	0.00908505	0.00908505	0.00908505	0.00908505	0.00908505
18747	1	-16.44282	-18.42587	1.983056	0.04970643	0.0497064	0.0497064	0.0497064	0.0497064	0.0497064	0.0497064
18748	0	-13.66619	-16.33658	2.670391	0.008015576	0.00801558	0.00801558	0.00801558	0.00801558	0.00801558	0.00801558
18749	1	-13.81142	-16.17752	2.366103	0.02647241	0.0264724	0.0264724	0.0264724	0.0264724	0.0264724	0.0264724
18750	0	-15.26477	-17.4121	2.147335	0.03974197	0.039742	0.039742	0.039742	0.039742	0.039742	0.039742
18751	1	-13.81142	-16.17752	2.366103	0.02647241	0.0264724	0.0264724	0.0264724	0.0264724	0.0264724	0.0264724
18752	0	-14.06131	-16.38598	2.324668	0.02898568	0.0289857	0.0289857	0.0289857	0.0289857	0.0289857	0.0289857
18753	1	-13.13448	-15.72348	2.588998	0.01295253	0.0129525	0.0129525	0.0129525	0.0129525	0.0129525	0.0129525
18754	0	-14.06131	-16.38598	2.324668	0.02898568	0.0289857	0.0289857	0.0289857	0.0289857	0.0289857	0.0289857
18755	1	-13.30112	-15.93223	2.631112	0.01039808	0.0103981	0.0103981	0.0103981	0.0103981	0.0103981	0.0103981
18756	0	-13.15459	-15.75219	2.597599	0.01243084	0.0124308	0.0124308	0.0124308	0.0124308	0.0124308	0.0124308
18757	1	-13.28889	-15.76202	2.47313	0.01998059	0.0199806	0.0199806	0.0199806	0.0199806	0.0199806	0.0199806
18758	0	-13.6923	-16.07949	2.387187	0.02519355	0.0251935	0.0251935	0.0251935	0.0251935	0.0251935	0.0251935
18759	1	-13.40245	-15.84765	2.445198	0.02167482	0.0216748	0.0216748	0.0216748	0.0216748	0.0216748	0.0216748
18760	0	-13.20191	-15.70153	2.499624	0.01837358	0.0183736	0.0183736	0.0183736	0.0183736	0.0183736	0.0183736
18761	1	-14.38005	-16.6553	2.27525	0.03198317	0.0319832	0.0319832	0.0319832	0.0319832	0.0319832	0.0319832
18762	0	-13.46173	-15.89392	2.432197	0.02246342	0.0224634	0.0224634	0.0224634	0.0224634	0.0224634	0.0224634
18763	1	-13.93478	-16.28004	2.34526	0.02773665	0.0277366	0.0277366	0.0277366	0.0277366	0.0277366	0.0277366
18764	0	-13.54421	-16.20429	2.660084	0.008640717	0.00864072	0.00864072	0.00864072	0.00864072	0.00864072	0.00864072
18765	1	-13.12796	-15.71342	2.58546	0.01316715	0.0131672	0.0131672	0.0131672	0.0131672	0.0131672	0.0131672
18766	0	-13.54421	-16.20429	2.660084	0.008640717	0.00864072	0.00864072	0.00864072	0.00864072	0.00864072	0.00864072
18767	1	-13.33918	-15.79932	2.460143	0.02076833	0.0207683	0.0207683	0.0207683	0.0207683	0.0207683	0.0207683
18768	0	-13.59588	-16.00106	2.405176	0.0241024	0.0241024	0.0241024	0.0241024	0.0241024	0.0241024	0.0241024
18769	1	-13.33918	-15.79932	2.460143	0.02076833	0.0207683	0.0207683	0.0207683	0.0207683	0.0207683	0.0207683
18770	0	-13.59588	-16.00106	2.405176	0.0241024	0.0241024	0.0241024	0.0241024	0.0241024	0.0241024	0.0241024
18771	1	-13.67881	-16.06846	2.389648	0.02504427	0.0250443	0.0250443	0.0250443	0.0250443	0.0250443	0.0250443
18772	0	-13.48699	-16.14152	2.654525	0.00897795	0.00897795	0.00897795	0.00897795	0.00897795	0.00897795	0.00897795
18773	1	-13.67881	-16.06846	2.389648	0.02504427	0.0250443	0.0250443	0.0250443	0.0250443	0.0250443	0.0250443
18774	0	-14.3102	-16.59604	2.285843	0.03134063	0.0313406	0.0313406	0.0313406	0.0313406	0.0313406	0.0313406
18775	1	-13.67881	-16.06846	2.389648	0.02504427	0.0250443	0.0250443	0.0250443	0.0250443	0.0250443	0.0250443
18776	0	-13.11394	-15.65971	2.545772	0.01557445	0.0155744	0.0155744	0.0155744	0.0155744	0.0155744	0.0155744
18777	1	-13.21041	-15.7071	2.496689	0.01855158	0.0185516	0.0185516	0.0185516	0.0185516	0.0185516	0.0185516
18778	0	-13.11394	-15.65971	2.545772	0.01557445	0.0155744	0.0155744	0.0155744	0.0155744	0.0155744	0.0155744
18779	1	-13.21041	-15.7071	2.496689	0.01855158	0.0185516	0.0185516	0.0185516	0.0185516	0.0185516	0.0185516
18780	0	-13.15426	-15.67307	2.518805	0.01721012	0.0172101	0.0172101	0.0172101	0.0172101	0.0172101	0.0172101
18781	1	-13.79384	-16.16299	2.369149	0.02628762	0.0262876	0.0262876	0.0262876	0.0262876	0.0262876	0.0262876
18782	0	-13.83328	-16.19563	2.362344	0.02670042	0.0267004	0.0267004	0.0267004	0.0267004	0.0267004	0.0267004
18783	1	-13.79384	-16.16299	2.369149	0.02628762	0.0262876	0.0262876	0.0262876	0.0262876	0.0262876	0.0262876
18784	0	-13.15359	-15.67271	2.519129	0.0171905	0.0171905	0.0171905	0.0171905	0.0171905	0.0171905	0.0171905
18785	1	-13.79384	-16.16299	2.369149	0.02628762	0.0262876	0.0262876	0.0262876	0.0262876	0.0262876	0.0262876
18786	0	-13.15359	-15.67271	2.519129	0.0171905	0.0171905	0.0171905	0.0171905	0.0171905	0.0171905	0.0171905
18787	1	-13.24115	-15.72797	2.486815	0.0191505	0.0191505	0.0191505	0.0191505	0.0191505	0.0191505	0.0191505
18788	0	-13.20359	-15.70262	2.499035	0.01840929	0.0184093	0.0184093	0.0184093	0.0184093	0.0184093	0.0184093
18789	1	-13.24115	-15.72797	2.486815	0.0191505	0.0191505	0.0191505	0.0191505	0.0191505	0.0191505	0.0191505
18790	0	-13.14031	-15.7321	2.591782	0.01278369	0.0127837	0.0127837	0.0127837	0.0127837	0.0127837	0.0127837
18791	1	-13.13465	-15.66389	2.529237	0.01657735	0.0165773	0.0165773	0.0165773	0.0165773	0.0165773	0.0165773
18792	0	-14.70903	-17.42998	2.720947	0.004949035	0.00494904	0.00494904	0.00494904	0.00494904	0.00494904	0.00494904
18793	1	-13.13465	-15.66389	2.529237	0.01657735	0.0165773	0.0165773	0.0165773	0.0165773	0.0165773	0.0165773
18794	0	-14.70903	-17.42998	2.720947	0.004949035	0.00494904	0.00494904	0.00494904	0.00494904	0.00494904	0.00494904
18795	1	-13.11843	-15.69735	2.57892	0.01356381	0.0135638	0.0135638	0.0135638	0.0135638	0.0135638	0.0135638
18796	0	-13.56575	-16.22779	2.662044	0.008521837	0.00852184	0.00852184	0.00852184	0.00852184	0.00852184	0.00852184
18797	1	-13.12332	-15.70587	2.582549	0.01334371	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437
18798	0	-13.10788	-15.66542	2.557542	0.01486054	0.0148605	0.0148605	0.0148605	0.0148605	0.0148605	0.0148605
18799	1	-13.12332	-15.70587	2.582549	0.01334371	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437
18800	0	-13.10787	-15.67137	2.563497	0.01449931	0.0144993	0.0144993	0.0144993	0.0144993	0.0144993	0.0144993
18801	1	-13.12332	-15.70587	2.582549	0.01334371	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437
18802	0	-13.10787	-15.67137	2.563497	0.01449931	0.0144993	0.0144993	0.0144993	0.0144993	0.0144993	0.0144993
18803	1	-13.12332	-15.70587	2.582549	0.01334371	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437
18804	0	-13.10787	-15.67137	2.563497	0.01449931	0.0144993	0.0144993	0.0144993	0.0144993	0.0144993	0.0144993
18805	1	-13.12332	-15.70587	2.582549	0.01334371	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437	0.0133437
18806	0	-13.30534	-15.77408	2.468748	0.02024638	0.0202464	0.0202464	0.0202464	0.0202464	0.0202464	0.0202464
18807	1	-14.40506	-16.67655	2.271484	0.03221161	0.0322116	0.0322116	0.0322116	0.0322116	0.0322116	0.0322116
18808	0	-13.30534	-15.77408	2.468748	0.02024638	0.0202464	0.0202464	0.0202464	0.0202464	0.0202464	0.0202464
18809	1	-14.30331	-16.59021	2.286894	0.03127692	0.0312769	0.0312769	0.0312769	0.0312769	0.0312769	0.0312769
18810	0	-13.97582	-16.31433	2.338503	0.02814654	0.0281465	0.0281465	0.0281465	0.0281465	0.0281465	0.0281465
18811	1	-13.21324	-15.82766	2.614416	0.01141075	0.0114107	0.0114107	0.0114107	0.0114107	0.0114107	0.0114107
18812	0	-13.97582	-16.31433	2.338503	0.02814654	0.0281465	0.0281465	0.0281465	0.0281465	0.0281465	0.0281465
18813	1	-13.21324	-15.82766	2.614416	0.01141075	0.0114107	0.0114107	0.0114107	0.0114107	0.0114107	0.0114107
18814	0	-13.97582	-16.31433	2.338503	0.02814654	0.0281465	0.0281465	0.0281465	0.0281465	0.0281465	0.0281465
18815	1	-13.21025	-15.82397	2.613719	0.01145305	0.011453	0.011453	0.011453	0.011453	0.011453	0.011453
18816	0	-13.11157	-15.66048	2.548918	0.01538359	0.0153836	0.0153836	0.0153836	0.0153836	0.0153836	0.0153836
18817	1	-13.21025	-15.82397	2.613719	0.01145305	0.011453	0.011453	0.011453	0.011453	0.011453	0.011453
18818	0	-13.1113	-15.66062	2.549326	0.01535888	0.0153589	0.0153589	0.0153589	0.0153589	0.0153589	0.0153589
18819	1	-13.37584	-16.01764	2.641802	0.009749645	0.00974964	0.00974964	0.00974964	0.00974964	0.00974964	0.00974964
18820	0	-13.29318	-15.76515	2.471972	0.02005086	0.0200509	0.0200509	0.0200509	0.0200509	0.0200509	0.0200509
18821	1	-13.37584	-16.01764	2.641802	0.009749645	0.00974964	0.00974964	0.00974964	0.00974964	0.00974964	0.00974964
18822	0	-13.29318	-15.76515	2.471972	0.02005086	0.0200509	0.0200509	0.0200509	0.0200509	0.0200509	0.0200509
18823	1	-13.24255	-15.72894	2.48639	0.01917631	0.0191763	0.0191763	0.0191763	0.0191763	0.0191763	0.0191763
18824	0	-13.53507	-15.95216	2.417082	0.02338025	0.0233802	0.0233802	0.0233802	0.0233802	0.0233802	0.0233802
18825	1	-14.95832	-17.14905	2.190729	0.03710988	0.0371099	0.0371099	0.0371099	0.0371099	0.0371099	0.0371099
18826	0	-13.53507	-15.95216	2.417082	0.02338025	0.0233802	0.0233802	0.0233802	0.0233802	0.0233802	0.0233802
18827	1	-13.1993	-15.81035	2.611053	0.01161475	0.0116147	0.0116147	0.0116147	0.0116147	0.0116147	0.0116147
18828	0	-13.21998	-15.71348	2.493499	0.0187451	0.0187451	0.0187451	0.0187451	0.0187451	0.0187451	0.0187451
18829	1	-13.14781	-15.66978	2.521974	0.01701791	0.0170179	0.0170179	0.0170179	0.0170179	0.0170179	0.0170179
18830	0	-13.42014	-15.86137	2.441232	0.02191541	0.0219154	0.0219154	0.0219154	0.0219154	0.0219154	0.0219154
18831	1	-14.92461	-17.12016	2.195543	0.03681784	0.0368178	0.0368178	0.0368178	0.0368178	0.0368178	0.0368178
18832	0	-13.42014	-15.86137	2.441232	0.02191541	0.0219154	0.0219154	0.0219154	0.0219154	0.0219154	0.0219154
18833	1	-14.92461	-17.12016	2.195543	0.03681784	0.0368178	0.0368178	0.0368178	0.0368178	0.0368178	0.0368178
18834	0	-13.42014	-15.86137	2.441232	0.02191541	0.0219154	0.0219154	0.0219154	0.0219154	0.0219154	0.0219154
18835	1	-13.96009	-16.30118	2.341083	0.02799003	0.02799	0.02799	0.02799	0.02799	0.02799	0.02799
18836	0	-13.42014	-15.86137	2.441232	0.02191541	0.0219154	0.0219154	0.0219154	0.0219154	0.0219154	0.0219154
18837	1	-13.96009	-16.30118	2.341083	0.02799003	0.02799	0.02799	0.02799	0.02799	0.02799	0.02799
18838	0	-13.11218	-15.6848	2.572622	0.01394585	0.0139458	0.0139458	0.0139458	0.0139458	0.0139458	0.0139458
18839	1	-13.96009	-16.30118	2.341083	0.02799003	0.02799	0.02799	0.02799	0.02799	0.02799	0.02799
18840	0	-13.19057	-15.79937	2.608793	0.01175182	0.0117518	0.0117518	0.0117518	0.0117518	0.0117518	0.0117518
18841	1	-14.60311	-17.32056	2.717454	0.005160941	0.00516094	0.00516094	0.00516094	0.00516094	0.00516094	0.00516094
18842	0	-13.654	-16.04822	2.394218	0.02476704	0.024767	0.024767	0.024767	0.024767	0.024767	0.024767
18843	1	-14.43767	-17.14916	2.7115	0.00552209	0.00552209	0.00552209	0.00552209	0.00552209	0.00552209	0.00552209
18844	0	-13.11728	-15.65946	2.542175	0.01579264	0.0157926	0.0157926	0.0157926	0.0157926	0.0157926	0.0157926
18845	1	-13.4242	-15.86453	2.440332	0.02197	0.02197	0.02197	0.02197	0.02197	0.02197	0.02197
18846	0	-13.11728	-15.65946	2.542175	0.01579264	0.0157926	0.0157926	0.0157926	0.0157926	0.0157926	0.0157926
18847	1	-13.1827	-15.78933	2.606631	0.01188296	0.011883	0.011883	0.011883	0.011883	0.011883	0.011883
18848	0	-13.50058	-16.15648	2.655896	0.008894787	0.00889479	0.00889479	0.00889479	0.00889479	0.00889479	0.00889479
18849	1	-13.20249	-15.70191	2.499421	0.01838587	0.0183859	0.0183859	0.0183859	0.0183859	0.0183859	0.0183859
18850	0	-15.64908	-17.74264	2.093555	0.04300404	0.043004	0.043004	0.043004	0.043004	0.043004	0.043004
18851	1	-13.98392	-16.3211	2.337179	0.02822681	0.0282268	0.0282268	0.0282268	0.0282268	0.0282268	0.0282268
18852	0	-15.64908	-17.74264	2.093555	0.04300404	0.043004	0.043004	0.043004	0.043004	0.043004	0.043004
18853	1	-13.40951	-15.85312	2.443605	0.02177144	0.0217714	0.0217714	0.0217714	0.0217714	0.0217714	0.0217714
18854	0	-13.12618	-15.71057	2.584389	0.0132321	0.0132321	0.0132321	0.0132321	0.0132321	0.0132321	0.0132321
18855	1	-13.12918	-15.66191	2.532723	0.01636596	0.016366	0.016366	0.016366	0.016366	0.016366	0.016366
18856	0	-13.17384	-15.77788	2.604034	0.01204051	0.0120405	0.0120405	0.0120405	0.0120405	0.0120405	0.0120405
18857	1	-13.10762	-15.66764	2.560029	0.01470969	0.0147097	0.0147097	0.0147097	0.0147097	0.0147097	0.0147097
18858	0	-13.17384	-15.77788	2.604034	0.01204051	0.0120405	0.0120405	0.0120405	0.0120405	0.0120405	0.0120405
18859	1	-14.03116	-16.7246	2.693441	0.006617449	0.00661745	0.00661745	0.00661745	0.00661745	0.00661745	0.00661745
18860	0	-13.31414	-15.94728	2.633146	0.01027471	0.0102747	0.0102747	0.0102747	0.0102747	0.0102747	0.0102747
18861	1	-13.36622	-16.00677	2.640545	0.009825887	0.00982589	0.00982589	0.00982589	0.00982589	0.00982589	0.00982589
18862	0	-13.31414	-15.94728	2.633146	0.01027471	0.0102747	0.0102747	0.0102747	0.0102747	0.0102747	0.0102747
18863	1	-13.36622	-16.00677	2.640545	0.009825887	0.00982589	0.00982589	0.00982589	0.00982589	0.00982589	0.00982589
18864	0	-13.31414	-15.94728	2.633146	0.01027471	0.0102747	0.0102747	0.0102747	0.0102747	0.0102747	0.0102747
18865	1	-13.63616	-16.0337	2.397542	0.02456543	0.0245654	0.0245654	0.0245654	0.0245654	0.0245654	0.0245654
